E_curtisii	203,[(33461, 15, 19156842), (26772, 4407, 6502440), (29891, 4411, 8406828), (47174, 4415, 8424270)]
E_curtisii	204,[(40143, 19, 20572865)]
E_curtisii	206,[(45111, 23, 34193002)]
E_curtisii	84,[(31087, 27, 5786186), (37888, 4371, 17002879)]
E_curtisii	85,[(32438, 31, 16405304)]
E_curtisii	86,[(36023, 35, 21737451), (13218, 39, 3377562)]
E_curtisii	87,[(44368, 43, 642095)]
E_curtisii	88,[(35551, 47, 9389088), (26113, 51, 9768437), (23290, 55, 18390747), (23740, 59, 18851500), (26601, 63, 4599200), (23920, 67, 30159565), (25577, 71, 3700801), (22105, 75, 16822093), (21210, 79, 16954644), (29649, 83, 12643265), (22723, 87, 7667192), (28694, 91, 8302657), (23635, 95, 25130434), (23107, 99, 30613472), (22767, 103, 39247098), (25131, 107, 6280052), (31742, 111, 9688888), (31884, 115, 15629177), (25689, 119, 16019117)]
E_curtisii	89,[(24835, 123, 21312728), (31835, 127, 21487905), (31960, 131, 21500744), (25877, 135, 21535777), (25019, 139, 21545157), (25219, 143, 21613646), (25537, 147, 21636926), (24523, 151, 21669393), (36214, 155, 21697669), (28796, 159, 21732748), (29931, 163, 21791652), (28168, 167, 21867748), (28263, 171, 21894810), (44795, 175, 21925372), (30153, 179, 21971890)]
E_curtisii	90,[(34959, 183, 10989532), (32400, 187, 11144530), (24191, 191, 18588159), (31464, 195, 11184197), (41314, 295, 30913317)]
E_curtisii	182,[(39633, 199, 17260312), (39622, 203, 18290390), (44648, 207, 11195015), (41103, 4591, 22489674)]
E_curtisii	183,[(45724, 211, 37790690)]
E_curtisii	184,[(43712, 215, 17380817), (15837, 219, 18438201), (42996, 223, 18558231)]
E_curtisii	186,[(26316, 227, 16408389), (26316, 231, 535052)]
E_curtisii	187,[(43344, 235, 33360873), (31506, 239, 33384413), (29673, 243, 33407656)]
E_curtisii	188,[(41475, 247, 9102303)]
E_curtisii	190,[(44845, 251, 653247)]
E_curtisii	192,[(39750, 255, 21784046)]
E_curtisii	193,[(40659, 259, 30440297), (40808, 263, 34945113), (39575, 267, 28226019), (33493, 271, 5524986), (32670, 275, 5642643), (40556, 279, 36982676), (40256, 283, 27495050), (38545, 287, 12455987), (37266, 291, 40688113)]
E_curtisii	91,[(43959, 299, 18159858)]
E_curtisii	92,[(44819, 303, 1693697)]
E_curtisii	93,[(44310, 307, 1780346), (32588, 311, 15419556)]
E_curtisii	94,[(25783, 315, 19459967), (21502, 319, 19470764), (19508, 323, 19516057), (26945, 327, 22493635), (40920, 331, 37867432), (28261, 335, 37882462), (27600, 339, 37890977), (31358, 343, 37900097)]
E_curtisii	95,[(40231, 347, 18981071), (40751, 351, 19066055), (44876, 4891, 30205790)]
E_curtisii	115,[(29776, 355, 19542202), (35190, 359, 26648335), (45908, 3739, 9661694), (43374, 3743, 9666792), (47060, 3747, 9679422), (37732, 3751, 9684882), (33683, 3755, 9692745), (36397, 3759, 9697695), (36578, 3763, 9739260), (37226, 3767, 9749671), (36962, 3771, 9773368), (37733, 3775, 9801370), (38263, 3779, 9807160)]
E_curtisii	117,[(32727, 363, 11645715)]
E_curtisii	118,[(44520, 367, 21020442)]
E_curtisii	119,[(42770, 371, 1389014), (43300, 375, 1442776)]
E_curtisii	120,[(43874, 379, 24771101)]
E_curtisii	121,[(34176, 383, 31288380)]
E_curtisii	122,[(43826, 387, 34321539)]
E_curtisii	123,[(45310, 391, 37909168)]
E_curtisii	6,[(44863, 395, 34283489), (45504, 399, 34305159), (44601, 403, 34317698), (31119, 4011, 12142651), (21313, 4015, 16235701), (31357, 4019, 12368965), (19006, 4023, 12586267), (19230, 4027, 21527332), (17802, 4031, 15707324), (21650, 4035, 2271306), (22760, 4039, 14264231), (40177, 4043, 34609447), (39820, 4047, 3961434), (39942, 4051, 4108203), (22641, 4055, 13835339), (25426, 4059, 14077400), (23553, 4063, 41586099), (17664, 4067, 26612073), (17317, 4071, 22543697)]
E_curtisii	7,[(39408, 407, 30341832), (38714, 411, 30366391), (28620, 415, 30375659), (23556, 419, 30340814), (29907, 423, 30365189)]
E_curtisii	8,[(40432, 427, 1780549)]
E_curtisii	9,[(38676, 431, 20438476)]
E_curtisii	10,[(44192, 435, 10096097), (32463, 439, 10115210), (35177, 443, 10141634)]
E_curtisii	11,[(26652, 447, 4028498), (34505, 451, 4028721), (41083, 455, 4029002)]
E_curtisii	12,[(32292, 459, 22318154)]
E_curtisii	13,[(42034, 463, 18773221)]
E_curtisii	14,[(40826, 467, 3268914)]
E_curtisii	15,[(44764, 471, 25910460)]
E_curtisii	16,[(38285, 475, 37385252)]
E_curtisii	17,[(44099, 479, 28476724), (25945, 483, 12405455)]
E_curtisii	18,[(30124, 487, 27852054), (32063, 491, 9981827), (27742, 495, 27375235), (32018, 499, 16992050), (33548, 503, 15623989), (27745, 507, 13693484), (30582, 511, 11355246), (28309, 515, 13147353), (29001, 519, 13210054), (28877, 523, 13720246), (28743, 527, 21261934), (32113, 531, 23413209), (34251, 535, 32542026), (32610, 539, 33178569), (27394, 543, 28210215), (26924, 547, 2140749), (24851, 551, 40519305)]
E_curtisii	20,[(37898, 555, 4958426), (26996, 559, 5044501), (37048, 563, 5056463), (34350, 567, 10953715), (27701, 571, 10962198), (40588, 575, 10985658), (39741, 579, 11010743)]
E_curtisii	21,[(15648, 583, 28227246), (30857, 587, 35386166)]
E_curtisii	22,[(17343, 591, 7627975), (19898, 595, 10535711), (39437, 599, 41882334), (44594, 851, 38335933)]
E_curtisii	221,[(21414, 603, 36900511), (39264, 607, 13664252), (34722, 611, 18567098), (26078, 615, 7790185), (40092, 619, 14937258), (44879, 4883, 11585164), (44394, 4887, 11636103)]
E_curtisii	222,[(32101, 623, 13815691), (45102, 627, 13836435), (36958, 631, 13886156)]
E_curtisii	223,[(41942, 635, 7668883)]
E_curtisii	224,[(45129, 639, 12404657)]
E_curtisii	225,[(28609, 643, 17555294), (35088, 647, 30388018), (34350, 651, 30505961), (30596, 655, 8831425), (35808, 659, 35899321), (35429, 663, 13527987), (31285, 667, 23791152), (31726, 671, 16999906), (30474, 675, 17045442), (28751, 679, 18269242), (35673, 683, 27280118), (34229, 687, 40822223), (35119, 691, 8337392), (31159, 695, 7931218), (34091, 699, 17072986)]
E_curtisii	226,[(16568, 703, 5301784), (39199, 707, 14449013)]
E_curtisii	227,[(21382, 711, 23264980), (35714, 715, 23269347), (26137, 719, 23304656)]
E_curtisii	126,[(30998, 723, 29269500), (26462, 727, 3583755), (36248, 731, 35558785), (32616, 735, 38332196)]
E_curtisii	127,[(24544, 739, 11917801)]
E_curtisii	128,[(23650, 743, 21009839), (19683, 747, 21042952)]
E_curtisii	129,[(30541, 751, 3911742), (31769, 755, 16990463), (36700, 759, 16995505)]
E_curtisii	131,[(30316, 763, 18232425), (30440, 767, 9242396)]
E_curtisii	132,[(32680, 771, 18821226), (31692, 775, 18825133), (34406, 779, 17091231), (35364, 783, 17092798), (35332, 787, 17099688), (31499, 791, 17122484)]
E_curtisii	133,[(26310, 795, 7514256), (29573, 799, 20186248), (21300, 803, 20188749)]
E_curtisii	134,[(23442, 807, 11872649), (45408, 811, 25888226)]
E_curtisii	136,[(31125, 815, 16922442)]
E_curtisii	137,[(30588, 819, 24313175), (34411, 823, 24333533), (21355, 827, 24340380), (23391, 831, 24345747)]
E_curtisii	138,[(37243, 835, 23137623)]
E_curtisii	139,[(35236, 839, 4618430)]
E_curtisii	141,[(35266, 843, 29031442)]
E_curtisii	142,[(37851, 847, 5352712)]
E_curtisii	23,[(26948, 855, 25705104)]
E_curtisii	24,[(41122, 859, 13622141)]
E_curtisii	25,[(37149, 863, 6486736), (41689, 867, 5958305), (41689, 871, 6035376), (36780, 875, 6114980), (36670, 879, 6173798)]
E_curtisii	26,[(35237, 883, 10070741), (34405, 887, 10081624), (37297, 891, 10090729)]
E_curtisii	27,[(24636, 895, 27604408), (23468, 899, 3152144), (22772, 903, 12723480), (23785, 907, 3364395), (23440, 911, 3890970), (23301, 915, 12282000), (23466, 919, 20755630), (23133, 923, 15282735), (26579, 927, 28104785), (22818, 931, 36659167), (22062, 935, 3993451), (27102, 939, 24428638), (22722, 943, 17582986), (24345, 947, 1665781), (21357, 951, 25705911), (21584, 955, 19131241), (23056, 959, 28776420), (24914, 963, 43783281), (23219, 967, 13647602), (43966, 1211, 21411738)]
E_curtisii	228,[(31995, 971, 24606755), (42788, 975, 24628456), (23697, 979, 24644634), (42622, 983, 24657538)]
E_curtisii	229,[(45643, 987, 25425191)]
E_curtisii	230,[(36764, 991, 9566395), (28564, 995, 11751279), (17226, 999, 23030481)]
E_curtisii	231,[(42631, 1003, 801683), (41338, 1007, 818029), (34872, 1011, 830523)]
E_curtisii	232,[(12839, 1015, 83267), (29111, 1019, 4271965), (40248, 1023, 4286669), (18191, 1027, 1027079), (19642, 1031, 1090994), (21504, 1035, 1114817), (21994, 1039, 1135473), (21994, 1043, 1866937), (23330, 1047, 1890027)]
E_curtisii	233,[(13963, 1051, 11028072), (11990, 1055, 18412578), (24019, 1059, 17592684), (12152, 1063, 31064140), (12345, 1067, 26436151), (12245, 1071, 17109444), (12269, 1075, 14661695), (9856, 1079, 29989342), (23923, 1083, 21181829), (24086, 1087, 39365982), (12299, 1091, 7470316), (17990, 1095, 356858), (15278, 1099, 10467808)]
E_curtisii	234,[(41140, 1103, 11709783), (17894, 1107, 13874816), (22913, 1111, 15532286), (22942, 1115, 23885798), (23207, 1119, 1536675), (39359, 1123, 18006884), (21566, 1127, 24480569), (21881, 1131, 8879317), (28170, 1135, 30099137), (26677, 1139, 31935998), (39833, 1143, 14171806), (19080, 1147, 1139392), (16063, 1151, 2619284), (22002, 1155, 21283015), (23206, 1159, 23397499), (21357, 1163, 16820997), (21079, 1167, 16953549)]
E_curtisii	235,[(23480, 1171, 32562663), (23201, 1175, 39668218), (23740, 1179, 39693659), (23570, 1183, 39704516), (23984, 1187, 39730077), (42512, 1191, 39744564)]
E_curtisii	237,[(45419, 1195, 30966232)]
E_curtisii	239,[(13546, 1199, 10627141), (46099, 1203, 35357099), (45649, 1207, 35441393), (44055, 1515, 22294985)]
