GCA_017140325.1	152,[(32928, 15, 4278508), (38125, 19, 21981526), (32024, 23, 33162636), (24690, 27, 34174629), (37026, 31, 7738828), (38455, 35, 3930409), (36943, 39, 5962852), (31334, 43, 50540294), (37436, 47, 4816548), (22884, 51, 13390618), (23162, 55, 14093429), (37707, 59, 19985026), (36515, 63, 47531013), (20154, 67, 10343891), (17973, 71, 10434826), (27806, 75, 18569881), (28859, 79, 2001952), (41145, 83, 41762284), (37764, 87, 26850224), (36362, 91, 5378205), (43369, 4107, 53493411)]
GCA_017140325.1	153,[(45017, 95, 30335073)]
GCA_017140325.1	154,[(45280, 99, 22261535), (42926, 103, 22307275)]
GCA_017140325.1	155,[(18674, 107, 24328753), (46720, 111, 20875130), (43298, 115, 20930073), (44891, 119, 20949631)]
GCA_017140325.1	156,[(41793, 123, 15406156), (30068, 4215, 12985511), (30151, 4219, 13074014), (29938, 4223, 13116089), (30793, 4227, 13314200), (34281, 4231, 13736061), (33289, 4235, 14562282), (34778, 4239, 14591840), (32989, 4243, 14651969), (34161, 4247, 14725200), (32221, 4251, 14796983), (33586, 4255, 14976906), (33081, 4259, 15046795), (34313, 4263, 15060708), (34119, 4267, 15115430), (34006, 4271, 15166239), (34233, 4275, 15276065), (32608, 4279, 15420049), (35513, 4283, 15770250), (30804, 4287, 15911020), (34234, 4291, 16024003), (34801, 4295, 16093634)]
GCA_017140325.1	160,[(36947, 127, 23532795), (35318, 131, 23542392), (39678, 135, 23557018), (12760, 4315, 18269619), (14658, 4319, 14466992), (14609, 4323, 34548284), (23100, 4327, 20432649)]
GCA_017140325.1	161,[(45640, 139, 54027757)]
GCA_017140325.1	162,[(22308, 143, 32797116), (40576, 147, 26749669), (30030, 151, 27315609), (42179, 155, 27355776), (39690, 159, 27426219), (26960, 163, 27503740), (29827, 167, 27687278), (31762, 171, 27794322)]
GCA_017140325.1	163,[(33955, 175, 1759075), (43301, 179, 1804548), (42250, 183, 1855045), (33387, 187, 1912550), (32468, 191, 1945113), (42278, 195, 1966892)]
GCA_017140325.1	164,[(46713, 199, 37668048), (45226, 3807, 68711489)]
GCA_017140325.1	235,[(25723, 203, 29905292), (27538, 207, 50249343), (30309, 211, 34598341), (28022, 215, 34615551), (29884, 219, 34719780), (29783, 223, 34738024), (30538, 227, 34749301), (27171, 231, 34765187), (28918, 235, 34778172), (31906, 239, 34791765), (30770, 243, 34820251), (41512, 247, 34835876), (31029, 251, 34870027), (43073, 255, 34887229), (18142, 2983, 15759129), (40528, 2987, 10749250), (41386, 2991, 11823116), (17832, 2995, 42911115), (38884, 2999, 3345683), (40532, 3003, 10966153), (41670, 3007, 2943501), (39241, 3011, 11673568), (17501, 3015, 23328602), (40066, 3019, 34407004), (40624, 3023, 27867611), (17321, 3027, 11008952), (40125, 3031, 18601065), (40993, 3035, 49017728), (39368, 3039, 33369492), (39091, 3043, 26865759), (16419, 3047, 33783948), (15778, 3051, 20673548)]
GCA_017140325.1	236,[(31773, 259, 13919380), (32281, 263, 13977339), (40924, 267, 10147972), (41677, 271, 10832477), (40449, 275, 10993761), (38467, 279, 11164014), (39354, 283, 11589622), (38089, 287, 13033238), (40262, 291, 13280435), (32277, 295, 13697677), (32504, 299, 14979878)]
GCA_017140325.1	237,[(30201, 303, 39682108), (21450, 307, 39685675), (43928, 311, 39688537), (20722, 315, 39694847), (28380, 319, 39697557), (20466, 323, 39728001), (33231, 327, 45145014)]
GCA_017140325.1	238,[(27610, 331, 38946825), (44074, 335, 26029826)]
GCA_017140325.1	239,[(46561, 339, 3795958)]
GCA_017140325.1	30,[(45702, 343, 29967720), (41099, 1435, 29867426)]
GCA_017140325.1	31,[(32897, 347, 40508297), (24539, 351, 40524509), (33090, 355, 40548385)]
GCA_017140325.1	32,[(28666, 359, 27813793), (35805, 363, 27136528), (41871, 367, 27167112), (40032, 371, 27181658), (37614, 375, 27969530), (25274, 379, 27995607)]
GCA_017140325.1	33,[(23267, 383, 31432923), (24890, 387, 31449559), (29238, 391, 31489304), (34135, 395, 31496742), (36238, 399, 31503620)]
GCA_017140325.1	34,[(44622, 403, 18789909)]
GCA_017140325.1	35,[(38000, 407, 31019021), (39830, 411, 8378131), (37197, 415, 8466970), (39308, 419, 8487588), (38857, 423, 8519083), (37582, 427, 8535514), (32362, 431, 8564283), (41526, 435, 8600311), (41767, 439, 8641727), (38851, 443, 8676481), (37368, 447, 8690117), (38325, 451, 8709540), (39615, 455, 8733047), (41684, 459, 8778816), (41292, 463, 27151519)]
GCA_017140325.1	36,[(41204, 467, 5795268), (31922, 471, 5803602), (33424, 475, 5807375)]
GCA_017140325.1	37,[(12594, 479, 4492082), (37153, 483, 27362453)]
GCA_017140325.1	38,[(45986, 487, 26285367), (28671, 491, 26167631), (28968, 495, 26192166), (29286, 499, 50888341), (28725, 503, 50913135), (28727, 507, 50941080), (26815, 511, 51003769), (26985, 515, 51125662), (27029, 519, 51186961)]
GCA_017140325.1	39,[(44038, 523, 7262442), (43435, 527, 7284604), (37273, 531, 7304585), (44716, 4487, 23587112)]
GCA_017140325.1	168,[(44930, 535, 32000790), (28809, 3819, 781992), (28258, 3823, 796854), (27658, 3827, 10277277), (32980, 3831, 10408742), (33360, 3835, 10463299), (27785, 3839, 10544358), (34522, 3843, 10851827), (33868, 3847, 11006089), (32561, 3851, 11058984), (33046, 3855, 11076063), (32299, 3859, 11186441), (27162, 3863, 11362795), (28828, 3867, 12807757), (46779, 3871, 12857623), (28146, 3875, 13006393), (42330, 3879, 13052359), (46443, 3883, 14587079)]
GCA_017140325.1	169,[(29671, 539, 13633133), (34119, 543, 13735899), (32026, 547, 13763119), (32368, 551, 13934244), (34111, 555, 14111713), (32967, 559, 14543920), (32878, 563, 14651807), (32186, 567, 14725038), (33303, 571, 14918031), (33817, 575, 14942856), (32465, 579, 15166077), (32118, 583, 15275904), (36175, 587, 15470550), (36918, 591, 15662010), (36974, 595, 15841343), (36158, 599, 15986416), (34443, 603, 16023842), (36045, 607, 16057433), (40654, 611, 12950096), (32344, 615, 13847057)]
GCA_017140325.1	170,[(45437, 619, 9908344)]
GCA_017140325.1	171,[(28158, 623, 5767961), (28891, 627, 5798656), (29919, 631, 5826205), (44464, 635, 31422020), (45449, 639, 31675579)]
